filename	reads	bases	gc_bases	non_acgt_bases
data/reads/runs/plate1.2/J371-WGS.fastq.gz	10034000	1276485551	495389878	4703
data/reads/runs/plate1.2/J318-WGS.fastq.gz	13552115	1740852136	685295826	6722
data/reads/runs/plate1.2/J379-WGS.fastq.gz	8174703	1028769822	402934510	3825
data/reads/runs/plate1-6.2/J390b.fastq.gz	5738544	793544422	312902516	3818
data/reads/runs/plate1.1/J363-NextRAD.fastq.gz	1090700	133090960	54944001	674
data/reads/runs/plate1-6.1/J376e.fastq.gz	14062759	1914626408	785896593	4746
data/reads/runs/plate1-6.1/J405a.fastq.gz	15269200	2093329997	863281157	4984
data/reads/runs/oxley.1/J422i.fastq.gz	52090588	6925487841	2807082267	35416
data/reads/runs/oxley.1/TLC953E.fastq.gz	66645301	8744231489	3505915927	40508
data/reads/runs/plate1-6.2/J413a.fastq.gz	9800984	1353104332	545231295	5522
data/reads/runs/plate1-6.2/J327.fastq.gz	17000609	2318385847	937889832	10559
data/reads/runs/plate1-6.1/J424e.fastq.gz	13770687	1844187125	763859361	4121
data/reads/runs/plate1-6.1/J388f.fastq.gz	14015615	1935615659	797113215	3324
data/reads/runs/plate1-6.1/J395E.fastq.gz	11925188	1624133674	670444398	4004
data/reads/runs/plate1-6.1/J430c.fastq.gz	15170458	2048588360	832760382	4686
data/reads/runs/plate1-6.1/J424.fastq.gz	22244099	3028108141	1238407179	5126
data/reads/runs/plate1-6.1/J374h.fastq.gz	10899892	1509975089	608249410	3716
data/reads/runs/plate1-6.1/J425e.fastq.gz	21132523	2871072140	1174786043	7787
data/reads/runs/plate1.2/J352-WGS.fastq.gz	12876544	1647722306	641958833	6235
data/reads/runs/plate1-6.0/J375-rep1.fastq.gz	38378	2310738	902149	0
data/reads/runs/plate1-6.2/J394g.fastq.gz	14734138	2027369744	818542361	9460
data/reads/runs/plate1-6.1/J355e.fastq.gz	10912473	1488491339	602544398	3857
data/reads/runs/plate1-6.1/J405b.fastq.gz	11084904	1504928319	622536481	3800
data/reads/runs/plate1-6.2/J361b.fastq.gz	13748500	1905236013	759718076	8087
data/reads/runs/plate1-6.1/J382f.fastq.gz	10984388	1512240808	623259891	2322
data/reads/runs/plate1-6.1/J419e.fastq.gz	6998253	965036539	385635214	2587
data/reads/runs/plate1.1/J373-NextRAD.fastq.gz	1072688	132380933	54640624	720
data/reads/runs/plate1-6.2/J362.fastq.gz	13955385	1923595141	784949817	8512
data/reads/runs/plate1.1/J366-plus-WGS.fastq.gz	10607620	1326229248	521445364	6758
data/reads/runs/plate1-6.2/J394c.fastq.gz	10027036	1370053994	554003981	5827
data/reads/runs/plate1-6.0/J430d.fastq.gz	309321	20783407	8244299	13
data/reads/runs/plate1-6.2/J428f.fastq.gz	8525203	1174548258	473829209	5002
data/reads/runs/plate2/J418.fastq.gz	38549393	4954953850	1996473007	14459
data/reads/runs/plate1-6.1/J395H.fastq.gz	11434982	1556170048	639109747	4034
data/reads/runs/plate1-6.2/J357.fastq.gz	15577421	2179255554	862073635	9233
data/reads/runs/plate1.2/J383-WGS.fastq.gz	8212922	1053254949	410206164	4112
data/reads/runs/plate1.2/TLC725-WGS.fastq.gz	11851766	1517494873	591124227	5725
data/reads/runs/plate1-6.1/J438.fastq.gz	8531726	1173557295	471627394	2110
data/reads/runs/plate1-6.2/GH2.fastq.gz	10629626	1349188065	558906266	4800
data/reads/runs/plate1-6.1/J377g.fastq.gz	9849091	1352441021	544010941	3196
data/reads/runs/plate1-6.0/J386i.fastq.gz	299349	19939985	8038053	17
data/reads/runs/plate1.1/J355b-NextRAD.fastq.gz	957837	115936518	47914490	608
data/reads/runs/plate1-6.1/J386i.fastq.gz	7189729	978242891	397214027	2630
data/reads/runs/plate1-6.0/J435d.fastq.gz	170692	10277277	4067896	8
data/reads/runs/plate1-6.1/J435c.fastq.gz	9967487	1364600312	564225469	3647
data/reads/runs/plate1-6.0/J330.fastq.gz	171533	11511939	4556404	7
data/reads/runs/plate1-6.1/FDK10.fastq.gz	4290865	587416523	230309218	1457
data/reads/runs/plate1-6.1/J377b.fastq.gz	14249217	1936997066	794316951	4698
data/reads/runs/plate1-6.1/J416h.fastq.gz	12505215	1686192546	697414590	3122
data/reads/runs/plate1-6.0/J387f.fastq.gz	866613	58328528	23312294	49
data/reads/runs/plate1-6.2/J393d.fastq.gz	14693952	2021397728	811822902	9266
data/reads/runs/plate2/VMG14.fastq.gz	4884195	614432689	240223643	1862
data/reads/runs/plate1-6.0/J393f.fastq.gz	282678	17098448	6912925	5
data/reads/runs/plate1-6.0/J425h.fastq.gz	408416	27416906	10932401	17
data/reads/runs/plate1-6.1/J433a.fastq.gz	10937586	1502019429	610830988	3992
data/reads/runs/plate1-6.2/J394e.fastq.gz	11120142	1530628137	613960898	5650
data/reads/runs/plate1-6.2/J376h.fastq.gz	15059484	2080095093	849010530	9698
data/reads/runs/plate1-6.2/J436e.fastq.gz	10411265	1425886799	578314101	5589
data/reads/runs/oxley.1/J377f.fastq.gz	22927281	2896342416	1161228414	14342
data/reads/runs/plate1-6.1/J394c.fastq.gz	9392687	1271851377	515067880	2735
data/reads/runs/plate1-6.1/J434a.fastq.gz	9706141	1333041596	544997707	2434
data/reads/runs/plate1-6.2/J388i.fastq.gz	14092992	1934416288	800451989	8582
data/reads/runs/plate1-6.2/J349h.fastq.gz	16309050	2193701880	900656785	10112
data/reads/runs/plate1-6.2/J388b.fastq.gz	11790654	1599407160	651106005	6636
data/reads/runs/plate1-6.1/J350c.fastq.gz	12080458	1664938376	671732761	3162
data/reads/runs/plate1-6.2/J430c.fastq.gz	17845424	2433422320	989312941	9949
data/reads/runs/plate1-6.2/J342.fastq.gz	32885415	4582184672	1857156118	17213
data/reads/runs/plate1.1/J316-NextRAD.fastq.gz	668494	80973505	33446242	439
data/reads/runs/plate1-6.1/J425c.fastq.gz	16341560	2237536837	918216449	3506
data/reads/runs/plate1-6.2/J401b.fastq.gz	13925590	1932953494	793453055	7326
data/reads/runs/plate1.1/J372-NextRAD.fastq.gz	1155360	139279579	57350375	759
data/reads/runs/oxley.1/J424i.fastq.gz	39395321	5129181920	2094928578	23606
data/reads/runs/plate1-6.1/J374f.fastq.gz	13246644	1811294186	742490997	4584
data/reads/runs/plate1-6.2/J395C.fastq.gz	11535907	1581609715	641550923	7260
data/reads/runs/plate1-6.1/J428f.fastq.gz	7256832	996234597	399998456	2630
data/reads/runs/plate1-6.2/J331.fastq.gz	14780864	2036144260	811955821	9781
data/reads/runs/plate1-6.1/J436.fastq.gz	14626458	1995322503	820986783	3314
data/reads/runs/plate1-6.0/J405h.fastq.gz	255997	16358732	6454807	7
data/reads/runs/plate1-6.0/J383.fastq.gz	153205	10300835	4104947	10
data/reads/runs/plate1-6.0/J345_plus.fastq.gz	125535	8153082	3199949	6
data/reads/runs/plate1-6.0/J395D.fastq.gz	291993	19348140	7715092	6
data/reads/runs/plate1.1/J341-WGS.fastq.gz	5099958	613272109	239803673	3007
data/reads/runs/plate1-6.1/J350g.fastq.gz	13850740	1880362047	752946631	4795
data/reads/runs/plate1-6.2/J364.fastq.gz	20731408	2838128301	1121918391	11262
data/reads/runs/plate1-6.0/J350d.fastq.gz	279281	18694051	7439763	11
data/reads/runs/plate1-6.0/J374b.fastq.gz	682142	44760520	17980192	34
data/reads/runs/plate1-6.0/J405a.fastq.gz	838313	56351111	22578631	43
data/reads/runs/plate1-6.2/J433f.fastq.gz	12773075	1740500254	707877089	6940
data/reads/runs/plate1-6.2/J374a.fastq.gz	13058676	1811240265	734613525	7727
data/reads/runs/plate1.2/J338-WGS.fastq.gz	12530062	1603890966	625934489	5955
data/reads/runs/plate1-6.1/J387e.fastq.gz	12370169	1665611182	685786303	3354
data/reads/runs/plate1-6.2/J388d.fastq.gz	8088597	1112910509	448080348	5070
data/reads/runs/plate1-6.0/J434a.fastq.gz	385897	25905350	10461456	23
data/reads/runs/plate1.1/J298-NextRAD.fastq.gz	1067958	130158298	53346822	669
data/reads/runs/plate1-6.2/J406e.fastq.gz	7473183	1028655885	423370005	4950
data/reads/runs/plate1-6.1/J406a.fastq.gz	5258242	715885483	284478766	1407
data/reads/runs/plate1.1/J349-WGS.fastq.gz	11111570	1379782033	533473136	6891
data/reads/runs/plate1.2/J345-WGS.fastq.gz	12312025	1573162053	612186996	5871
data/reads/runs/plate1-6.1/J393c.fastq.gz	11058653	1516754568	611192293	3345
data/reads/runs/plate1-6.0/J346.fastq.gz	161318	10292308	4026818	7
data/reads/runs/oxley.1/J413g.fastq.gz	46954052	6190764179	2506354835	30937
data/reads/runs/plate1-6.0/NE37647.fastq.gz	315	17066	7582	0
data/reads/runs/plate1-6.1/J436a.fastq.gz	15026896	2063063901	845739010	5603
data/reads/runs/plate1-6.1/J424c.fastq.gz	15136087	2059751891	842403897	3146
data/reads/runs/plate1-6.0/J375.fastq.gz	180665	12149720	4800110	3
data/reads/runs/plate1-6.2/J418g.fastq.gz	13921669	1915586612	791860305	8772
data/reads/runs/plate1.2/J334-WGS.fastq.gz	11689699	1474906975	577907500	5278
data/reads/runs/plate1-6.2/J386c.fastq.gz	12528929	1726320928	711640782	7875
data/reads/runs/oxley.1/J413h.fastq.gz	50347814	6611511919	2678180774	32025
data/reads/runs/plate1.1/J324-WGS.fastq.gz	9734006	1217138791	474743045	6359
data/reads/runs/plate1-6.0/J431.fastq.gz	108479	6853751	2736510	6
data/reads/runs/plate1-6.1/J345.fastq.gz	33138246	4484975823	1809007843	10097
data/reads/runs/plate1.1/VWG14-WGS.fastq.gz	1587700	188315395	73655384	1040
data/reads/runs/plate1-6.2/J395A.fastq.gz	12225037	1679934453	681009802	7331
data/reads/runs/plate1-6.0/J401a.fastq.gz	806295	54076752	21711894	26
data/reads/runs/plate1-6.0/J388d.fastq.gz	337911	22648421	9004664	9
data/reads/runs/plate2/J407.fastq.gz	33351976	4318241254	1732523870	12653
data/reads/runs/plate1-6.1/J350e.fastq.gz	8575460	1121016143	460780776	1560
data/reads/runs/plate1-6.0/J367h.fastq.gz	650644	40497765	15991160	22
data/reads/runs/plate1-6.1/J350.fastq.gz	20659372	2841675109	1123131808	5396
data/reads/runs/plate1.2/J362-young-WGS.fastq.gz	9669030	1241902397	486189808	4680
data/reads/runs/plate1-6.1/J364.fastq.gz	20191013	2738152828	1088565289	5475
data/reads/runs/plate1-6.1/J341b.fastq.gz	12505315	1709951363	708990412	4283
data/reads/runs/plate1.2/NCR13-WGS.fastq.gz	4818070	598545776	236160348	2299
data/reads/runs/plate1-6.1/J367a.fastq.gz	9961419	1382825856	561515211	1377
data/reads/runs/plate1-6.1/J395D.fastq.gz	11865217	1616923999	658033737	4007
data/reads/runs/plate1-6.0/J416i.fastq.gz	488114	31964393	12790249	23
data/reads/runs/plate1.1/J321g-NextRAD.fastq.gz	388848	47103246	19610623	263
data/reads/runs/plate1.2/J333-WGS.fastq.gz	10857922	1263744122	490704628	3907
data/reads/runs/plate1-6.2/J436.fastq.gz	17395146	2383117037	983129809	8828
data/reads/runs/plate1.1/J353-WGS.fastq.gz	6714131	828123560	323348744	4258
data/reads/runs/plate1-6.2/J321g.fastq.gz	15346546	2135148242	857378773	9895
data/reads/runs/plate1-6.0/J405i.fastq.gz	213305	14287174	5610065	7
data/reads/runs/plate1-6.2/J425i.fastq.gz	18271857	2525580704	1029623051	11174
data/reads/runs/plate1-6.0/J367d.fastq.gz	805309	54079615	21648381	45
data/reads/runs/oxley.1/J355b.fastq.gz	18415426	2369872304	956763496	10747
data/reads/runs/plate1-6.1/J434.fastq.gz	10703155	1467225374	595695754	3570
data/reads/runs/plate1.1/J365-WGS.fastq.gz	11782002	1470800764	572508038	7519
data/reads/runs/oxley.1/J418d.fastq.gz	50395842	6650439336	2708419483	30207
data/reads/runs/plate1-6.0/J426c.fastq.gz	299480	19856294	7857382	9
data/reads/runs/plate1.1/VMA18-WGS.fastq.gz	3186462	389687238	151738748	2128
data/reads/runs/plate1-6.1/J387d.fastq.gz	14057038	1917502847	785291698	4731
data/reads/runs/plate1-6.1/J418g.fastq.gz	11528294	1579770662	653341304	3991
data/reads/runs/plate1-6.1/J385i.fastq.gz	13130287	1802482334	733499128	2549
data/reads/runs/plate1-6.0/J430i.fastq.gz	213035	13602404	5393415	9
data/reads/runs/plate1-6.2/NBJ30.fastq.gz	4684616	621335434	246014013	1704
data/reads/runs/plate1-6.1/J377e-rep.fastq.gz	8355913	1159458962	470666602	1322
data/reads/runs/plate1-6.2/TLC720.fastq.gz	15517444	2098597754	838462797	7264
data/reads/runs/plate1-6.2/J416f.fastq.gz	12804929	1763200753	727122719	7889
data/reads/runs/plate1-6.1/J360.fastq.gz	10972187	1532583438	599945256	1651
data/reads/runs/plate1-6.0/J361a.fastq.gz	327065	21833519	8629251	16
data/reads/runs/plate1-6.2/J414b.fastq.gz	13322833	1820619626	735604800	7954
data/reads/runs/plate1-6.2/J430.fastq.gz	17305649	2374416979	977882747	10361
data/reads/runs/plate1-6.0/J324.fastq.gz	189783	12745203	5047531	9
data/reads/runs/plate1-6.1/J388.fastq.gz	4654566	637694175	252504372	1315
data/reads/runs/plate1-6.1/J393g.fastq.gz	10534148	1425373802	568799077	4131
data/reads/runs/plate1-6.2/J438.fastq.gz	9899665	1365554393	550782008	5637
data/reads/runs/oxley.1/EB528.fastq.gz	61107002	8090020130	3226670689	41630
data/reads/runs/plate1-6.2/J349a.fastq.gz	15698782	2108467128	868828933	7965
data/reads/runs/plate1-6.1/J426b.fastq.gz	10897275	1470441003	597405327	3023
data/reads/runs/plate1-6.1/J359d.fastq.gz	16555907	2241829739	925939581	5331
data/reads/runs/plate1-6.2/J433d.fastq.gz	16472594	2259423300	932477992	10014
data/reads/runs/oxley.1/TLC949.fastq.gz	55424731	7343354388	2914926420	31168
data/reads/runs/plate1-6.1/J417.fastq.gz	6110035	855635798	350615682	945
data/reads/runs/plate1-6.0/J362b.fastq.gz	283594	19015896	7572654	7
data/reads/runs/oxley.1/J421i.fastq.gz	43284582	5746532574	2341290170	29842
data/reads/runs/plate1-6.2/J349.fastq.gz	14805339	2072972650	816142095	7308
data/reads/runs/plate1-6.2/J436d.fastq.gz	10173144	1381080910	554857046	6252
data/reads/runs/plate1-6.0/J387a.fastq.gz	727229	48956670	19500190	43
data/reads/runs/plate1-6.2/J367h.fastq.gz	15902984	2174158630	878955600	9460
data/reads/runs/plate1-6.1/J348.fastq.gz	16552121	2299986738	909133708	4157
data/reads/runs/plate1-6.2/J347.fastq.gz	17524695	2455745493	974900698	9017
data/reads/runs/plate1-6.0/J418c.fastq.gz	847029	57007975	22987138	38
data/reads/runs/plate1-6.1/J406.fastq.gz	7078310	961845370	392831797	1981
data/reads/runs/plate1-6.2/J341b.fastq.gz	15328087	2105670831	872997833	9571
data/reads/runs/plate1-6.2/J395B.fastq.gz	12266342	1684455630	685942034	7396
data/reads/runs/plate1-6.2/J394d.fastq.gz	10342621	1425302876	576376014	5874
data/reads/runs/plate1-6.0/J377a.fastq.gz	975326	65288791	26337063	51
data/reads/runs/plate1.1/J350-WGS.fastq.gz	7280545	911083206	356607202	5006
data/reads/runs/plate1-6.2/RA1006.fastq.gz	30804008	4259045248	1707657558	17214
data/reads/runs/plate1-6.0/J385.fastq.gz	519562	34764012	13742225	24
data/reads/runs/plate1.2/J319-WGS.fastq.gz	10031172	1276993418	501380247	4903
data/reads/runs/plate1.1/J303-WGS.fastq.gz	10934151	1367422584	532343480	7091
data/reads/runs/plate1-6.2/J436f.fastq.gz	11783953	1619698322	657667081	6482
data/reads/runs/plate1-6.1/J387c.fastq.gz	11321379	1562455974	634739579	3645
data/reads/runs/plate1-6.0/J311.fastq.gz	225479	15182568	6012504	10
data/reads/runs/plate1-6.2/J405e.fastq.gz	16522599	2276093589	919590152	10342
data/reads/runs/plate1-6.1/J321g.fastq.gz	14235822	1968598749	795671610	5084
data/reads/runs/plate1-6.0/J428g.fastq.gz	644492	43306839	17340263	25
data/reads/runs/plate1-6.0/J352h.fastq.gz	78	3500	1329	0
data/reads/runs/plate1-6.0/J416b.fastq.gz	318600	21191850	8400307	12
data/reads/runs/plate1.1/J294-WGS.fastq.gz	5425636	673066735	260792803	3729
data/reads/runs/plate1-6.0/J352a.fastq.gz	374166	25055734	9952405	22
data/reads/runs/plate1-6.2/J352.fastq.gz	31946762	4446803379	1782637224	17905
data/reads/runs/plate1-6.1/J295-rep.fastq.gz	17739741	2390504900	967909295	5691
data/reads/runs/plate1-6.2/J376f.fastq.gz	12024548	1667934912	682728520	5649
data/reads/runs/plate1-6.1/J374i.fastq.gz	9990843	1380100113	558766552	3382
data/reads/runs/plate1-6.0/J341.fastq.gz	386209	25560482	10124577	10
data/reads/runs/plate1-6.0/J294.fastq.gz	440040	29506814	11886788	39
data/reads/runs/oxley.1/ENE0033.fastq.gz	114101847	14509291013	5855844162	79797
data/reads/runs/plate1.1/J310-WGS.fastq.gz	6175763	739767147	290206073	3212
data/reads/runs/plate1-6.0/J390b.fastq.gz	262771	17663286	6989673	7
data/reads/runs/plate1-6.2/J298.fastq.gz	28523050	3826211661	1555662590	14390
data/reads/runs/plate1-6.2/J385a.fastq.gz	13005520	1809851577	738203955	7818
data/reads/runs/plate1-6.2/J393h.fastq.gz	12384379	1648841430	675484017	5316
data/reads/runs/plate1-6.2/J372.fastq.gz	15844309	2215729788	877322411	8580
data/reads/runs/plate1-6.2/J377d.fastq.gz	14588546	2017474538	820955994	8345
data/reads/runs/plate1-6.0/J301.fastq.gz	502559	33780743	13299063	28
data/reads/runs/plate1-6.2/J352c.fastq.gz	10833308	1506191561	618841560	5214
data/reads/runs/plate1-6.2/J363.fastq.gz	27383490	3749215326	1517145187	16048
data/reads/runs/plate1-6.1/J352a.fastq.gz	13948304	1924382705	776462230	4887
data/reads/runs/plate1-6.0/J377c.fastq.gz	835103	56233944	22765270	44
data/reads/runs/plate1-6.2/J293.fastq.gz	17799233	2412169543	982903643	10744
data/reads/runs/plate1-6.0/J370.fastq.gz	81672	5181589	2032385	3
data/reads/runs/plate1-6.1/J419c.fastq.gz	13351613	1773003423	721415180	3302
data/reads/runs/sra/SRR400875.fastq.gz	217760806	11123086892	3971208915	4481333
data/reads/runs/plate1-6.1/J428i.fastq.gz	11163072	1535679620	615684022	1842
data/reads/runs/plate1-6.1/J430h.fastq.gz	23996065	3287309999	1354603172	4873
data/reads/runs/plate1.1/J340-WGS.fastq.gz	8214393	1033899772	405147190	5076
data/reads/runs/plate1-6.2/J367.fastq.gz	26483762	3646144938	1461180429	13634
data/reads/runs/plate1-6.2/J416e.fastq.gz	15816423	2188083202	895444494	8359
data/reads/runs/plate1-6.1/J388c.fastq.gz	5626376	764064989	308405801	2028
data/reads/runs/plate2/J406.fastq.gz	29358401	3757633643	1490730122	10463
data/reads/runs/plate1-6.0/J338.fastq.gz	216590	14536020	5749413	17
data/reads/runs/plate1-6.0/J376f.fastq.gz	908304	60690710	24658715	32
data/reads/runs/plate1-6.0/J395.fastq.gz	116327	7502288	2971126	2
data/reads/runs/plate1-6.1/J418a.fastq.gz	7453733	985086134	399654761	1840
data/reads/runs/plate1-6.2/J422.fastq.gz	4682158	658689522	274253856	3011
data/reads/runs/plate1-6.2/J418h.fastq.gz	9550751	1306639814	535124968	5482
data/reads/runs/plate1-6.0/J414a.fastq.gz	327423	21921895	8755659	12
data/reads/runs/plate1-6.0/J428i.fastq.gz	264709	17617244	7003153	10
data/reads/runs/plate1-6.0/J419d.fastq.gz	315965	20994368	8361044	10
data/reads/runs/plate1-6.0/J318.fastq.gz	232637	15686005	6254752	16
data/reads/runs/plate1-6.1/J315.fastq.gz	8725571	1210367610	475611164	2783
data/reads/runs/plate1-6.2/J350f.fastq.gz	12870145	1777974671	720090753	7376
data/reads/runs/plate1-6.2/J427a.fastq.gz	5897388	829007612	331963802	3152
data/reads/runs/plate1-6.2/J430g.fastq.gz	15592138	2148881466	886148740	7890
data/reads/runs/plate1-6.1/J347.fastq.gz	16647544	2317884316	924078773	3368
data/reads/runs/plate1-6.2/J352f.fastq.gz	4205778	557730444	232804770	2205
data/reads/runs/plate1-6.0/J385a.fastq.gz	921299	62025274	24959921	34
data/reads/runs/plate1.2/J360-WGS.fastq.gz	11668784	1485931923	572336877	5725
data/reads/runs/plate1-6.0/J355f.fastq.gz	284175	19135808	7569746	14
data/reads/runs/sra/SRR191872.fastq.gz	361062088	23521320321	8835952754	1280105
data/reads/runs/plate1-6.2/J355.fastq.gz	30980284	4293921892	1733937736	18225
data/reads/runs/plate1-6.1/J422g.fastq.gz	11229331	1542556461	624195165	2077
data/reads/runs/plate1-6.0/J430h.fastq.gz	731184	48856065	19619369	36
data/reads/runs/plate1-6.2/J424d.fastq.gz	9991411	1364485467	561568735	5385
data/reads/runs/plate1.2/J354-WGS.fastq.gz	13885341	1798580521	705159344	7100
data/reads/runs/plate1-6.0/J361g.fastq.gz	180189	11798227	4699484	6
data/reads/runs/oxley.1/J421a.fastq.gz	53276159	6559899367	2663484695	22456
data/reads/runs/plate1-6.0/J351_plus.fastq.gz	150704	9351737	3703490	1
data/reads/runs/plate1-6.2/M1c.fastq.gz	2199676	310262510	121410246	1275
data/reads/runs/plate2/J412.fastq.gz	28651419	3586195035	1410251362	10178
data/reads/runs/plate1.1/TLC775-NextRAD.fastq.gz	552937	67784140	27929216	339
